Year,Country,Total_Medals,Gold_Medals,Silver_Medals,Bronze_Medals,Total_Athletes,Events_Count,Host_or_Not,Country_Code,population_total,population_growth,GNI_per_capita,GDP,GDP_growth,Region,GDP_per_capita,Population_Percentage,GDP_Percentage,HDI
1992,Kenya,8,2,4,2,49,29,0,KEN,24655700,3.03679,340,8209120000,-0.799494,Sub-Saharan Africa,332.95,0.004533181,0.000327043,0.463
1996,Kenya,8,1,4,3,52,27,0,KEN,27615700,2.70647,350,12045900000,4.14684,Sub-Saharan Africa,436.196,0.004778559,0.0003822,0.455
2000,Kenya,7,2,3,2,56,24,0,KEN,30851600,2.91545,430,12705400000,0.599695,Sub-Saharan Africa,411.821,0.005049001,0.000379581,0.451
2004,Kenya,7,1,4,2,46,16,0,KEN,34791800,2.98952,460,16095300000,5.1043,Sub-Saharan Africa,462.618,0.005405621,0.000368015,0.48
2008,Kenya,15,6,4,5,46,24,0,KEN,39186900,2.97885,830,35895200000,0.232283,Sub-Saharan Africa,915.999,0.005791843,0.000564179,0.523
2012,Kenya,11,2,4,5,47,23,0,KEN,43725800,2.52596,1060,56396700000,4.56868,Sub-Saharan Africa,1289.78,0.006154314,0.000751363,0.559
2016,Kenya,13,6,6,1,79,29,0,KEN,47894700,2.20215,1500,74815100000,4.21352,Sub-Saharan Africa,1562.08,0.006426231,0.000987848,0.585
2016,Kosovo,1,1,0,0,8,8,0,KOS,1777560,-0.596734,3930,6682680000,5.57178,Europe and Central Asia,3759.47,0.000238502,8.82371E-05,0.782
2000,Kuwait,1,0,0,1,29,10,0,KUW,1934900,3.01539,19000,37718700000,4.69458,Middle East and North Africa,19493.9,0.000316655,0.001126874,0.786
2012,Kuwait,1,0,0,1,10,11,0,KUW,3394660,7.67643,49020,1.74048E+11,6.62625,Middle East and North Africa,51271,0.000477792,0.002318807,0.796
2000,Kyrgyzstan,1,0,0,1,48,59,0,KGZ,4898400,1.19113,280,1369690000,5.44334,Europe and Central Asia,279.62,0.000801645,4.09204E-05,0.594
2008,Kyrgyzstan,2,0,1,1,20,22,0,KGZ,5318700,0.95022,760,5139960000,8.40162,Europe and Central Asia,966.394,0.000786107,8.07868E-05,0.631
1996,Latvia,1,0,1,0,47,47,0,LVA,2457220,-1.12638,0,5975250000,2.58802,Europe and Central Asia,2431.71,0.000425192,0.000189587,0.68
2000,Latvia,3,1,1,1,45,47,0,LVA,2367550,-0.963935,3320,7958850000,5.67574,Europe and Central Asia,3361.64,0.00038746,0.000237776,0.728
2004,Latvia,4,0,4,0,32,37,0,LVA,2263120,-1.09131,5830,14435700000,8.28415,Europe and Central Asia,6378.67,0.000351622,0.000330068,0.788
2008,Latvia,3,1,1,1,47,33,0,LVA,2177320,-1.05094,13520,35854300000,-3.24912,Europe and Central Asia,16467.1,0.000321809,0.000563536,0.821
2012,Latvia,2,1,0,1,45,38,0,LVA,2034320,-1.24036,13800,28169900000,7.04225,Europe and Central Asia,13847.3,0.000286326,0.000375303,0.824
1996,Lithuania,1,0,0,1,61,49,0,LTU,3601610,-0.760343,3790,8382520000,5.15846,Europe and Central Asia,2327.43,0.000623214,0.000265967,0.712
2000,Lithuania,5,2,0,3,61,50,0,LTU,3499540,-0.703385,3210,11524800000,3.69553,Europe and Central Asia,3293.23,0.000572714,0.000344311,0.756
2004,Lithuania,3,1,2,0,59,44,0,LTU,3377080,-1.12299,6010,22627500000,6.56949,Europe and Central Asia,6700.33,0.000524697,0.000517371,0.798
2008,Lithuania,5,0,2,3,71,54,0,LTU,3198230,-1.02848,12680,47797600000,2.61442,Europe and Central Asia,14945,0.0004727,0.000751254,0.831
2012,Lithuania,5,2,1,2,62,54,0,LTU,2987770,-1.3412,14100,42927500000,3.84386,Europe and Central Asia,14367.7,0.000420523,0.000571915,0.831
2016,Lithuania,4,0,1,3,67,49,0,LTU,2868230,-1.27069,14890,43047300000,2.51883,Europe and Central Asia,15008.3,0.000384843,0.00056839,0.855
1992,Malaysia,1,0,0,1,26,11,0,MAS,18526700,2.78719,2950,59167600000,8.88512,East Asia and Pacific,3193.64,0.003406306,0.002357175,0.66
1996,Malaysia,2,0,1,1,35,21,0,MAS,20689100,2.70513,4570,1.00855E+11,10.0027,East Asia and Pacific,4874.82,0.003579983,0.003200013,0.695
2008,Malaysia,1,0,1,0,32,29,0,MAS,27664300,2.08819,7400,2.30812E+11,4.83177,East Asia and Pacific,8343.3,0.004088797,0.003627761,0.761
2012,Malaysia,2,0,1,1,29,25,0,MAS,29660200,1.61813,9980,3.14443E+11,5.47345,East Asia and Pacific,10601.5,0.004174611,0.004189269,0.781
2016,Malaysia,5,0,4,1,32,29,0,MAS,31526400,1.46207,9880,3.01256E+11,4.44978,East Asia and Pacific,9555.67,0.004230033,0.003977741,0.799
2008,Mauritius,1,0,0,1,11,11,0,MRI,1244120,0.361631,7480,9990360000,5.38696,Sub-Saharan Africa,8030.05,0.000183882,0.000157023,0.734
1992,Mexico,1,0,1,0,102,71,0,MEX,84993200,1.95031,3860,3.63158E+11,3.56861,Latin America and Caribbean,4272.79,0.015626775,0.014467838,0.658
1996,Mexico,1,0,0,1,98,57,0,MEX,91586600,1.7813,4950,4.32158E+11,6.2183,Latin America and Caribbean,4718.57,0.015847913,0.01371182,0.677
2000,Mexico,6,1,2,3,78,67,0,MEX,97873400,1.58455,6620,7.42061E+11,5.02928,Latin America and Caribbean,7581.85,0.01601742,0.022169595,0.702
2004,Mexico,4,0,3,1,109,68,0,MEX,103946000,1.46965,8280,8.19459E+11,3.56544,Latin America and Caribbean,7883.52,0.016150102,0.018736677,0.724
2008,Mexico,3,2,0,1,83,73,0,MEX,109684000,1.26754,10330,1.16155E+12,0.943332,Latin America and Caribbean,10590,0.016211422,0.018256613,0.742
2012,Mexico,7,1,3,3,99,75,0,MEX,115756000,1.39662,10590,1.25511E+12,3.55321,Latin America and Caribbean,10842.7,0.016292396,0.016721615,0.757
2016,Mexico,5,0,3,2,123,80,0,MEX,121519000,1.13323,9800,1.11223E+12,1.77249,Latin America and Caribbean,9152.74,0.01630475,0.014685771,0.772
1996,Moldova,2,0,1,1,40,41,0,MDA,2947290,-0.200221,600,1695120000,-5.87706,Europe and Central Asia,575.145,0.000509992,5.37841E-05,0.591
2000,Moldova,2,0,1,1,34,34,0,MDA,2924670,-0.203372,490,1288430000,2.10772,Europe and Central Asia,440.539,0.000478635,3.84927E-05,0.597
2008,Moldova,1,0,0,1,29,28,0,MDA,2868830,-0.190349,1870,6054820000,7.8,Europe and Central Asia,2110.55,0.000424015,9.51662E-05,0.666
2012,Moldova,2,0,0,2,20,19,0,MDA,2860320,-0.0131095,3140,8709140000,-0.589734,Europe and Central Asia,3044.81,0.000402584,0.00011603,0.684
1992,Mongolia,2,0,0,2,33,31,0,MGL,2236490,1.64171,810,1317610000,-9.25647,East Asia and Pacific,589.142,0.0004112,5.24923E-05,0.561
1996,Mongolia,1,0,0,1,16,16,0,MGL,2357030,1.1392,540,1345720000,2.23509,East Asia and Pacific,570.938,0.000407855,0.000042698,0.561
2004,Mongolia,1,0,0,1,20,21,0,MGL,2537950,0.850551,750,1992070000,10.6254,East Asia and Pacific,784.912,0.000394322,0.000045548,0.637
2008,Mongolia,4,2,2,0,28,29,0,MGL,2633890,1.07812,1800,5623220000,8.90037,East Asia and Pacific,2134.95,0.00038929,8.83824E-05,0.683
2012,Mongolia,5,0,2,3,29,32,0,MGL,2792350,1.74891,3690,12292800000,12.3198,East Asia and Pacific,4402.3,0.000393017,0.000163774,0.72
2016,Mongolia,2,0,1,1,43,41,0,MGL,3029560,2.16234,3520,11181400000,1.48978,East Asia and Pacific,3690.76,0.000406488,0.000147637,0.743
2012,Montenegro,1,0,1,0,33,9,0,MNE,620601,0.0841474,7000,4087530000,-2.72379,Europe and Central Asia,6586.4,8.73483E-05,5.44574E-05,0.8
1992,Morocco,3,1,1,1,44,24,0,MAR,25400700,1.63768,1290,33711100000,-2.09774,Middle East and North Africa,1317.33,0.004670148,0.001343015,0.468
1996,Morocco,2,0,0,2,34,28,0,MAR,26999100,1.49278,1540,43161600000,12.3729,Middle East and North Africa,1585.72,0.004671857,0.001369462,0.499
2000,Morocco,5,0,1,4,55,28,0,MAR,28554400,1.33056,1570,43017500000,2.58218,Middle East and North Africa,1492.38,0.004673056,0.001285176,0.53
2004,Morocco,3,2,1,0,55,28,0,MAR,30033100,1.24588,2050,66114100000,4.57138,Middle East and North Africa,2177.8,0.004666258,0.001511679,0.572
2008,Morocco,2,0,1,1,47,35,0,MAR,31635000,1.28004,2970,1.01823E+11,5.68454,Middle East and North Africa,3180.17,0.004675668,0.001600393,0.602
2012,Morocco,1,0,0,1,63,40,0,MAR,33352200,1.35377,3230,1.06937E+11,3.06234,Middle East and North Africa,3164,0.004694246,0.001424708,0.635
2016,Morocco,1,0,0,1,48,39,0,MAR,35107300,1.22317,3140,1.11573E+11,0.521186,Middle East and North Africa,3132.95,0.004710491,0.001473193,0.662
1996,Mozambique,1,0,0,1,3,3,0,MOZ,16079600,3.0609,220,4030150000,10.6959,Sub-Saharan Africa,250.638,0.002782366,0.000127871,0.253
2000,Mozambique,1,1,0,0,4,4,0,MOZ,17768500,2.45331,330,5930690000,0.766235,Sub-Saharan Africa,333.775,0.002907894,0.000177183,0.298
1992,Namibia,2,0,2,0,6,9,0,NAM,1461690,3.20258,2390,3429520000,7.18934,Sub-Saharan Africa,2346.28,0.000268745,0.000136629,0.587
1996,Namibia,2,0,2,0,8,10,0,NAM,1650070,2.7461,2530,3989160000,3.19132,Sub-Saharan Africa,2417.58,0.000285523,0.000126571,0.581
1992,Netherlands,15,2,6,7,201,105,0,NED,15184200,0.756057,23030,3.62963E+11,1.70607,Europe and Central Asia,23904,0.002791749,0.014460071,0.835
1996,Netherlands,19,4,5,10,239,94,0,NED,15530500,0.461396,29250,4.5049E+11,3.49874,Europe and Central Asia,29006.8,0.002687359,0.014293479,0.866
2000,Netherlands,25,12,9,4,231,95,0,NED,15925500,0.71477,28160,4.17479E+11,4.19564,Europe and Central Asia,26214.5,0.00260628,0.012472484,0.876
2004,Netherlands,22,4,9,9,210,99,0,NED,16281800,0.347475,36630,6.5838E+11,1.98495,Europe and Central Asia,40436.6,0.002529706,0.015053653,0.886
2008,Netherlands,16,7,5,4,237,98,0,NED,16445600,0.389292,51670,9.5187E+11,2.17032,Europe and Central Asia,57879.9,0.002430667,0.014960932,0.906
2012,Netherlands,20,6,6,8,173,95,0,NED,16755000,0.370055,51500,8.38923E+11,-1.03035,Europe and Central Asia,50070.1,0.002358225,0.011176827,0.921
2016,Netherlands,19,8,7,4,237,122,0,NED,17030300,0.532179,46480,7.8406E+11,2.19171,Europe and Central Asia,46039.1,0.00228503,0.010352621,0.928
1992,New Zealand,10,1,4,5,134,87,0,NZL,3531700,1.04174,12050,41649800000,1.09377,East Asia and Pacific,11793.1,0.000649336,0.001659287,0.825
1996,New Zealand,6,3,2,1,95,81,0,NZL,3732000,1.58266,16730,70140800000,3.61087,East Asia and Pacific,18794.4,0.000645776,0.002225479,0.854
2000,New Zealand,4,1,0,3,147,95,0,NZL,3857700,0.587564,14070,52623300000,2.87059,East Asia and Pacific,13641.1,0.00063133,0.001572157,0.869
2004,New Zealand,5,3,2,0,148,84,0,NZL,4087500,1.48622,21530,1.03905E+11,4.08826,East Asia and Pacific,25420.2,0.000635076,0.00237576,0.886
2008,New Zealand,9,3,2,4,178,78,0,NZL,4259800,0.848701,28610,1.33131E+11,-1.23954,East Asia and Pacific,31253,0.000629601,0.00209248,0.894
2012,New Zealand,13,6,2,5,178,87,0,NZL,4408100,0.548221,36710,1.76211E+11,2.28946,East Asia and Pacific,39974.3,0.000620431,0.002347624,0.905
2016,New Zealand,18,4,9,5,195,100,0,NZL,4714100,2.24603,39440,1.88898E+11,3.74831,East Asia and Pacific,40070.9,0.000632511,0.002494185,0.915
2016,Niger,1,0,1,0,6,6,0,NIG,20921700,3.86709,520,10398900000,5.74089,Sub-Saharan Africa,497.036,0.002807159,0.000137305,0.351
1992,Nigeria,4,0,3,1,55,34,0,NGR,100182000,2.52373,1070,52058200000,4.63119,Sub-Saharan Africa,519.636,0.01841939,0.002073945,0.437
1996,Nigeria,6,2,1,3,65,38,0,NGR,110956000,2.52685,1190,1.8573E+11,4.19592,Sub-Saharan Africa,1673.91,0.019199585,0.005892983,0.442
2000,Nigeria,3,1,2,0,83,37,0,NGR,122852000,2.60287,1200,69171500000,5.01593,Sub-Saharan Africa,563.047,0.020105268,0.002066545,0.47
2004,Nigeria,2,0,0,2,70,31,0,NGR,136757000,2.6955,1440,1.35765E+11,9.25056,Sub-Saharan Africa,992.745,0.021247965,0.003104218,0.462
2008,Nigeria,4,0,1,3,74,36,0,NGR,152383000,2.71969,1950,3.39476E+11,6.76447,Sub-Saharan Africa,2227.79,0.02252221,0.005335688,0.485
2016,Nigeria,1,0,0,1,71,36,0,NGR,188667000,2.50703,2460,4.04649E+11,-1.61687,Sub-Saharan Africa,2144.78,0.025314243,0.005342929,0.53
2000,North Macedonia,1,0,0,1,10,15,0,MKD,2026350,0.455449,1920,3772860000,4.54914,Europe and Central Asia,1861.9,0.000331621,0.000112717,0.669
1992,Norway,7,2,4,1,83,64,0,NOR,4286400,0.57718,30780,1.30838E+11,3.57446,Europe and Central Asia,30524,0.000788094,0.005212454,0.862
1996,Norway,7,2,2,3,97,65,0,NOR,4381340,0.506882,35790,1.6352E+11,5.02796,Europe and Central Asia,37322,0.000758136,0.005188284,0.888
2000,Norway,10,4,3,3,93,54,0,NOR,4490970,0.649045,36600,1.71457E+11,3.31895,Europe and Central Asia,38178.2,0.000734967,0.005122402,0.917
2004,Norway,6,5,0,1,52,35,0,NOR,4591910,0.590931,54290,2.65269E+11,4.01459,Europe and Central Asia,57768.7,0.000713447,0.006065284,0.934
2008,Norway,9,3,5,1,84,49,0,NOR,4768210,1.24633,87850,4.64918E+11,0.48192,Europe and Central Asia,97503.5,0.000704744,0.0073073,0.938
2012,Norway,4,2,1,1,61,46,0,NOR,5018570,1.31344,99750,5.12777E+11,2.71796,Europe and Central Asia,102176,0.000706353,0.006831642,0.942
2016,Norway,4,0,0,4,62,53,0,NOR,5234520,0.88097,81870,3.70957E+11,1.16472,Europe and Central Asia,70867.4,0.000702338,0.004898057,0.951
1992,Pakistan,1,0,0,1,27,12,0,PAK,122375000,2.62589,400,48884700000,7.7059,South Asia,399.466,0.022499802,0.001947516,0.414
2008,Panama,1,1,0,0,5,5,0,PAN,3495280,1.83816,6580,25155900000,9.85566,Latin America and Caribbean,7197.11,0.000516604,0.000395385,0.755
2004,Paraguay,1,0,1,0,22,6,0,PAR,5416320,1.17128,1430,9624440000,4.05742,Latin America and Caribbean,1776.93,0.000841536,0.00022006,0.646
1992,Peru,1,0,1,0,16,18,0,PER,23047200,2.03487,1410,35966300000,-0.540509,Latin America and Caribbean,1560.55,0.004237448,0.001432861,0.617
1992,Philippines,1,0,0,1,26,29,0,PHI,64543500,2.35743,890,60422300000,0.417629,East Asia and Pacific,936.149,0.01186692,0.002407164,0.589
1996,Philippines,1,0,1,0,12,18,0,PHI,70945000,2.41746,1330,94648100000,5.86035,East Asia and Pacific,1334.11,0.012276143,0.003003063,0.606
2016,Philippines,1,0,1,0,13,13,0,PHI,104875000,1.77382,3410,3.18627E+11,7.14946,East Asia and Pacific,3038.15,0.01407156,0.004207105,0.696
1992,Poland,19,3,6,10,201,136,0,POL,38363700,0.306681,2080,94337100000,2.51498,Europe and Central Asia,2459.02,0.007053513,0.003758292,0.714
1996,Poland,17,7,5,5,165,126,0,POL,38624400,0.0760742,3840,1.60193E+11,6.11554,Europe and Central Asia,4147.47,0.006683466,0.005082727,0.748
2000,Poland,14,6,5,3,187,133,0,POL,38258600,-1.04434,4670,1.7222E+11,4.56099,Europe and Central Asia,4501.48,0.006261193,0.005145205,0.785
2004,Poland,10,3,2,5,194,124,0,POL,38182200,-0.0585127,6260,2.55107E+11,4.98284,Europe and Central Asia,6681.31,0.005932387,0.005832947,0.802
2008,Poland,10,3,6,1,257,165,0,POL,38125800,0.0136374,11940,5.336E+11,4.19998,Europe and Central Asia,13995.8,0.005635006,0.008386807,0.824
2012,Poland,10,2,2,6,210,148,0,POL,38063200,-0.000239076,13090,4.95231E+11,1.54522,Europe and Central Asia,13010.8,0.005357309,0.006597869,0.836
2016,Poland,11,2,3,6,234,144,0,POL,37970100,-0.0429851,12660,4.70025E+11,2.95351,Europe and Central Asia,12378.8,0.005094608,0.006206137,0.86
1996,Portugal,2,1,0,1,107,79,0,POR,10063900,0.375996,12100,1.2263E+11,3.50425,Europe and Central Asia,12185.1,0.00174144,0.003890896,0.767
2000,Portugal,2,0,0,2,61,50,0,POR,10289900,0.70286,12180,1.18605E+11,3.81618,Europe and Central Asia,11526.4,0.001683987,0.003543412,0.785
2004,Portugal,3,0,2,1,81,63,0,POR,10483900,0.239129,16190,1.89382E+11,1.78874,Europe and Central Asia,18064.2,0.001628882,0.004330163,0.797
2008,Portugal,2,1,1,0,77,65,0,POR,10558200,0.144191,22640,2.63416E+11,0.319248,Europe and Central Asia,24949,0.001560504,0.004140224,0.814
2012,Portugal,1,0,1,0,76,75,0,POR,10514800,-0.405422,21170,2.16224E+11,-4.05729,Europe and Central Asia,20563.7,0.001479942,0.002880717,0.829
2016,Portugal,1,0,0,1,90,61,0,POR,10325500,-0.315459,19940,2.06426E+11,2.01949,Europe and Central Asia,19992,0.00138541,0.002725621,0.845
1992,Puerto Rico,1,0,0,1,71,57,0,PUR,3585180,0.64545,6760,34630400000,4.56405,Latin America and Caribbean,9659.34,0.000659168,0.001379641,0.742
1996,Puerto Rico,1,0,0,1,69,60,0,PUR,3724660,1.12186,8130,45340800000,2.31371,Latin America and Caribbean,12173.2,0.000644505,0.001438607,0.77
2012,Puerto Rico,2,0,1,1,25,25,0,PUR,3634490,-1.20999,18680,1.01565E+11,0.0292751,Latin America and Caribbean,27944.7,0.000511546,0.00135313,0.845
2016,Puerto Rico,1,1,0,0,40,27,0,PUR,3406670,-1.93497,19710,1.04337E+11,-1.26369,Latin America and Caribbean,30627.2,0.000457088,0.001377647,0.852
1992,Qatar,1,0,0,1,28,11,0,QAT,471293,3.19219,17840,7646150000,11.3305,Middle East and North Africa,16223.8,8.66516E-05,0.000304615,0.753
2000,Qatar,1,0,0,1,17,14,0,QAT,645937,5.18445,19590,17759900000,8.02813,Middle East and North Africa,27494.8,0.00010571,0.000530589,0.81
2012,Qatar,2,0,0,2,12,13,0,QAT,1905660,5.47272,83990,1.86834E+11,4.73001,Middle East and North Africa,98041.4,0.000268218,0.00248915,0.844
2016,Qatar,1,0,1,0,37,20,0,QAT,2595170,7.2128,66030,1.51732E+11,3.06419,Middle East and North Africa,58467.2,0.000348204,0.00200345,0.855
1992,Romania,18,4,6,8,173,128,0,ROU,22794300,-0.903463,1240,25121700000,-8.76723,Europe and Central Asia,1102.1,0.004190939,0.001000822,0.678
1996,Romania,19,4,7,8,165,122,0,ROU,22619000,-0.288129,1640,36937100000,3.9077,Europe and Central Asia,1633.01,0.003913937,0.001171966,0.695
2000,Romania,26,11,6,9,145,116,0,ROU,22443000,-0.12944,1710,37253700000,2.46126,Europe and Central Asia,1659.93,0.003672891,0.001112981,0.709
2004,Romania,19,8,5,6,108,88,0,ROU,21451700,-0.569786,2960,74973700000,10.4281,Europe and Central Asia,3494.99,0.003332967,0.001714249,0.746
2008,Romania,8,4,1,3,101,80,0,ROU,20537900,-1.66638,8800,2.14317E+11,9.30747,Europe and Central Asia,10435.2,0.003035508,0.003368512,0.795
2012,Romania,9,2,5,2,105,75,0,ROU,20058000,-0.445178,9200,1.79133E+11,1.92499,Europe and Central Asia,8930.73,0.002823125,0.002386556,0.795
2016,Romania,4,1,1,2,95,62,0,ROU,19702300,-0.573661,9460,1.85288E+11,2.85755,Europe and Central Asia,9404.38,0.002643537,0.002446511,0.807
1996,Russia,63,26,21,16,390,212,0,RUS,148160000,-0.145452,2600,3.91725E+11,-3.75507,Europe and Central Asia,2643.93,0.025637265,0.012428931,0.708
2000,Russia,89,32,28,29,435,238,0,RUS,146597000,-0.420615,1710,2.5971E+11,10.0001,Europe and Central Asia,1771.59,0.023991223,0.00775902,0.732
2004,Russia,90,28,26,36,446,235,0,RUS,144067000,-0.402681,3410,5.91017E+11,7.19995,Europe and Central Asia,4102.36,0.022383796,0.01351341,0.761
2008,Russia,72,23,21,28,454,242,0,RUS,142742000,-0.0439493,9580,1.66085E+12,5.19997,Europe and Central Asia,11635.3,0.021097393,0.026104232,0.791
2012,Russia,82,24,26,32,429,238,0,RUS,143378000,0.251576,13470,2.20829E+12,4.02409,Europe and Central Asia,15401.9,0.020180209,0.029420706,0.811
2016,Russia,56,19,17,20,284,181,0,RUS,145015000,0.258751,9680,1.27679E+12,0.19369,Europe and Central Asia,8663.16,0.01945734,0.016858503,0.828
2000,Saudi Arabia,2,0,1,1,18,14,0,KSA,21547400,2.52724,7800,1.89515E+11,5.62541,Middle East and North Africa,8795.26,0.003526325,0.00566189,0.743
2012,Saudi Arabia,1,0,0,1,18,14,0,KSA,30821500,2.19976,23200,7.4185E+11,5.40892,Middle East and North Africa,24069.2,0.004338066,0.009883535,0.835
2008,Serbia,3,0,1,2,87,42,0,SRB,7350220,-0.425706,6030,52194200000,5.65558,Europe and Central Asia,7101.04,0.001086366,0.000820358,0.757
2012,Serbia,4,1,1,2,116,55,0,SRB,7199080,-0.4853,6080,43309300000,-0.681542,Europe and Central Asia,6015.95,0.001013255,0.000577002,0.768
2016,Serbia,8,2,4,2,103,56,0,SRB,7058320,-0.523694,5700,40692700000,3.33859,Europe and Central Asia,5765.2,0.000947045,0.0005373,0.785
2008,Singapore,1,0,1,0,25,25,0,SGP,4839400,5.32152,37230,1.93617E+11,1.86348,East Asia and Pacific,40008.6,0.000715265,0.003043163,0.883
2012,Singapore,2,0,0,2,23,29,0,SGP,5312440,2.45339,51710,2.95093E+11,4.4355,East Asia and Pacific,55547.6,0.000747714,0.003931471,0.92
2016,Singapore,1,1,0,0,25,24,0,SGP,5607280,1.29744,53310,3.19054E+11,3.58864,East Asia and Pacific,56899.9,0.000752353,0.004212742,0.93
1996,Slovakia,3,1,1,1,71,69,0,SVK,5373360,0.211674,5020,27925000000,6.6199,Europe and Central Asia,5196.94,0.000929793,0.000886026,0.754
2000,Slovakia,5,1,3,1,108,63,0,SVK,5388720,-0.135376,5540,29242600000,1.16653,Europe and Central Asia,5426.62,0.000881888,0.000873642,0.764
2004,Slovakia,6,2,2,2,64,59,0,SVK,5372280,-0.0203617,9060,57437400000,5.27888,Europe and Central Asia,10691.4,0.000834693,0.001313289,0.785
2008,Slovakia,6,3,2,1,57,54,0,SVK,5379230,0.0857553,17290,1.0088E+11,5.57489,Europe and Central Asia,18753.6,0.000795053,0.001585571,0.822
2012,Slovakia,4,0,1,3,47,52,0,SVK,5407580,0.170184,17830,94623700000,1.3188,Europe and Central Asia,17498.4,0.000761105,0.001260655,0.842
2016,Slovakia,4,2,2,0,51,49,0,SVK,5430800,0.128922,16840,89952700000,1.94395,Europe and Central Asia,16563.4,0.000728673,0.001187722,0.853
1992,Slovenia,2,0,0,2,35,34,0,SVN,1996500,-0.146699,7120,14267100000,-5.4637,Europe and Central Asia,7146.07,0.000367075,0.000568387,0.766
1996,Slovenia,2,0,2,0,37,34,0,SVN,1988630,-0.0625361,10530,21507200000,3.20301,Europe and Central Asia,10815.1,0.000344107,0.000682397,0.788
2000,Slovenia,2,2,0,0,74,53,0,SVN,1988930,0.296075,11270,20289600000,3.67237,Europe and Central Asia,10201.3,0.000325496,0.000606167,0.825
2004,Slovenia,4,0,1,3,79,66,0,SVN,1997010,0.0640662,15610,34414800000,4.35919,Europe and Central Asia,17233.1,0.000310277,0.000786883,0.857
2008,Slovenia,5,1,2,2,61,60,0,SVN,2021320,0.158141,24660,55779400000,3.50984,Europe and Central Asia,27595.6,0.000298752,0.000876708,0.878
2012,Slovenia,4,1,1,2,65,68,0,SVN,2057160,0.210024,23260,46577800000,-2.63944,Europe and Central Asia,22641.8,0.000289541,0.000620548,0.877
2016,Slovenia,4,1,2,1,63,45,0,SVN,2065040,0.0731972,21790,44766700000,3.19185,Europe and Central Asia,21678.4,0.000277075,0.000591093,0.894
1992,South Africa,2,0,2,0,93,87,0,RSA,41760800,2.0559,3290,1.46956E+11,-2.13703,Sub-Saharan Africa,3519,0.007678099,0.005854583,0.635
1996,South Africa,5,3,1,1,84,62,0,RSA,44661600,1.52408,3830,1.63235E+11,4.3,Sub-Saharan Africa,3654.93,0.007728134,0.005179236,0.647
2000,South Africa,5,0,2,3,127,68,0,RSA,46813300,0.962864,3280,1.51753E+11,4.2,Sub-Saharan Africa,3241.66,0.007661197,0.004533718,0.63
2004,South Africa,6,1,3,2,106,68,0,RSA,48556100,0.93529,4070,2.55807E+11,4.55456,Sub-Saharan Africa,5268.28,0.007544176,0.005848944,0.613
2008,South Africa,1,0,1,0,134,89,0,RSA,50565800,1.13308,6560,3.16131E+11,3.19104,Sub-Saharan Africa,6251.88,0.007473652,0.004968765,0.633
2012,South Africa,6,3,2,1,124,65,0,RSA,53145000,1.32916,8320,4.34401E+11,2.39623,Sub-Saharan Africa,8173.87,0.00748005,0.005787442,0.664
2016,South Africa,10,2,6,2,135,70,0,RSA,56422300,0.972004,5960,3.23586E+11,0.664552,Sub-Saharan Africa,5735.07,0.007570416,0.004272576,0.696
1992,South Korea,28,12,5,11,225,134,0,KOR,43748000,1.03916,8310,3.55525E+11,6.19864,East Asia and Pacific,8126.66,0.008043465,0.01416375,0.746
1996,South Korea,27,7,15,5,299,160,0,KOR,45524700,0.952779,13320,6.10167E+11,7.8907,East Asia and Pacific,13403,0.007877479,0.019359822,0.789
2000,South Korea,28,8,10,10,279,144,0,KOR,47008100,0.836181,11030,5.76179E+11,9.06083,East Asia and Pacific,12257,0.007693084,0.017213757,0.817
2004,South Korea,30,9,12,9,260,149,0,KOR,48082500,0.396331,16200,7.93176E+11,5.19739,East Asia and Pacific,16496.1,0.0074706,0.018135709,0.847
2008,South Korea,31,13,10,8,263,142,0,KOR,49054700,0.759317,23860,1.04734E+12,3.01298,East Asia and Pacific,21350.4,0.00725031,0.016461458,0.874
2012,South Korea,28,13,8,7,249,140,0,KOR,50199900,0.525714,25650,1.27805E+12,2.40253,East Asia and Pacific,25459.2,0.007065522,0.017027189,0.89
2016,South Korea,21,9,3,9,207,117,0,KOR,51217800,0.396852,29330,1.49968E+12,2.94688,East Asia and Pacific,29280.4,0.00687211,0.019801556,0.9
1992,Spain,22,13,7,2,422,195,1,ESP,39157700,0.489758,15610,6.30916E+11,0.929215,Europe and Central Asia,16112.2,0.0071995,0.025135052,0.772
1996,Spain,17,5,6,6,289,157,0,ESP,39889900,0.416516,15560,6.42589E+11,2.66056,Europe and Central Asia,16109.1,0.006902442,0.020388528,0.806
2000,Spain,11,3,3,5,321,165,0,ESP,40567900,0.447137,15790,5.98363E+11,5.24594,Europe and Central Asia,14749.7,0.00663911,0.017876517,0.825
2004,Spain,20,3,11,6,316,155,0,ESP,42921900,1.72547,22130,1.06906E+12,3.12273,Europe and Central Asia,24907,0.006668792,0.024443621,0.837
2008,Spain,18,5,10,3,283,147,0,ESP,45954100,1.59533,32250,1.63186E+12,0.887067,Europe and Central Asia,35510.7,0.00679204,0.02564867,0.856
2012,Spain,17,3,10,4,278,135,0,ESP,46773100,0.064926,29540,1.32475E+12,-2.95892,Europe and Central Asia,28322.9,0.006583207,0.017649421,0.873
2016,Spain,17,7,4,6,307,146,0,ESP,46484100,0.0844302,27570,1.23355E+12,3.03777,Europe and Central Asia,26537.2,0.006236964,0.016287682,0.889
